Stagione,Id,Ruolo,Giocatori,Squadra,Presenze,Media Voto,Fanta Media,Goal Fatti,Goal Subiti,Rigori Parati,Rigori Calciati,Rigori Segnati,Rigori Sbagliati,Assist,Ammonizioni ,Espulsioni,Autogoal
2022-2023,572,Portiere,Meret,Napoli,34,"6,18","5,56",0,24,1,0,0,0,0,0,0,0
2022-2023,2814,Portiere,Provedel,Lazio,38,"6,28","5,47",0,30,0,0,0,0,0,1,0,0
2022-2023,4312,Portiere,Maignan,Milan,22,"6,18","5,36",0,21,1,0,0,0,0,0,0,0
2022-2023,4964,Portiere,Vicario,Empoli,31,"6,45","5,24",0,39,1,0,0,0,0,3,0,0
2022-2023,453,Portiere,Szczesny,Juventus,28,"6,11","5,18",0,26,0,0,0,0,0,0,0,0
2022-2023,133,Portiere,Skorupski,Bologna,37,"6,16","4,95",0,49,2,0,0,0,0,4,0,0
2022-2023,2134,Portiere,Falcone,Lecce,38,"6,22","5,07",0,46,1,0,0,0,0,2,0,0
2022-2023,2211,Portiere,Silvestri,Udinese,38,"6,24","4,97",0,48,0,0,0,0,0,0,0,0
2022-2023,4270,Portiere,Rui Patricio,Roma,35,"6,01","5,09",0,35,1,0,0,0,0,1,0,0
2022-2023,5876,Portiere,Di Gregorio,Monza,37,"6,27","4,97",0,49,0,0,0,0,1,0,0,0
2022-2023,2170,Portiere,Milinkovic-Savic V.,Torino,38,"6,03","4,89",0,41,0,0,0,0,0,4,0,0
2022-2023,5830,Portiere,Onana,Inter,24,"6,12","5,02",0,24,0,0,0,0,0,1,0,1
2022-2023,4,Portiere,Sportiello,Atalanta,15,"6,07","4,67",0,21,0,0,0,0,0,0,0,0
2022-2023,1917,Portiere,Dragowski,Spezia,34,"6,24","4,75",0,54,1,0,0,0,1,1,0,0
2022-2023,2815,Portiere,Terracciano,Fiorentina,29,"5,97","4,74",0,38,1,0,0,0,0,1,0,0
2022-2023,4431,Portiere,Carnesecchi,Cremonese,27,"6,37","4,65",0,47,0,0,0,0,1,1,0,0
2022-2023,4957,Portiere,Montipo',Verona,37,"6,23","4,7",0,59,1,0,0,0,0,1,0,0
2022-2023,6120,Portiere,Ochoa,Salernitana,20,"6,35","4,82",0,33,1,0,0,0,0,1,0,0
2022-2023,218,Portiere,Perin,Juventus,11,"6,36",6,0,7,1,0,0,0,0,0,0,0
2022-2023,2294,Portiere,Cerofolini,Fiorentina,5,"6,1","5,5",0,3,0,0,0,0,0,0,0,0
2022-2023,2792,Portiere,Musso,Atalanta,23,"6,04","4,76",0,27,0,0,0,0,0,1,0,1
2022-2023,159,Portiere,Sepe,Salernitana,17,"6,29","5,15",0,27,3,0,0,0,0,3,0,0
2022-2023,250,Portiere,Handanovic,Inter,14,"6,18","4,89",0,18,0,0,0,0,0,0,0,0
2022-2023,509,Portiere,Consigli,Sassuolo,35,"6,03","4,46",0,55,0,0,0,0,0,0,0,0
2022-2023,761,Portiere,Audero,Sampdoria,25,"6,34","4,92",0,39,2,0,0,0,0,1,0,1
2022-2023,610,Portiere,Gollini,Napoli,7,"6,14","5,29",0,6,0,0,0,0,0,0,0,0
2022-2023,673,Portiere,Perisan,Empoli,7,"6,29",5,0,9,0,0,0,0,0,0,0,0
2022-2023,160,Portiere,Tatarusanu,Milan,16,"5,88","4,5",0,22,0,0,0,0,0,0,0,0
2022-2023,1889,Portiere,Cordaz,Inter,1,7,7,0,0,0,0,0,0,0,0,0,0
2022-2023,5005,Portiere,Zoet,Spezia,5,"6,1","5,2",0,4,0,0,0,0,0,1,0,0
2022-2023,5841,Portiere,Svilar,Roma,3,6,"4,83",0,3,0,0,0,0,0,1,0,0
2022-2023,1843,Portiere,Radu I.,Cremonese,9,"6,11",4,0,19,0,0,0,0,0,0,0,0
2022-2023,42,Portiere,Sarr M.,Cremonese,2,"6,25","4,75",0,3,0,0,0,0,0,0,0,0
2022-2023,510,Portiere,Pegolo,Sassuolo,2,6,"4,5",0,3,0,0,0,0,0,0,0,0
2022-2023,4977,Portiere,Ravaglia,Sampdoria,9,"6,22","3,67",0,23,0,0,0,0,0,0,0,0
2022-2023,6135,Portiere,Turk,Sampdoria,4,"6,25",4,0,9,0,0,0,0,0,0,0,0
2022-2023,41,Portiere,Mirante,Milan,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-2023,217,Portiere,Lamanna,Monza,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-2023,220,Portiere,Ujkani,Empoli,1,"5,5","4,5",0,1,0,0,0,0,0,0,0,0
2022-2023,316,Portiere,Berisha,Torino,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-2023,318,Portiere,Marchetti,Spezia,1,"5,5","3,5",0,2,0,0,0,0,0,0,0,0
2022-2023,511,Portiere,Perilli,Verona,1,"6,5","6,5",0,0,0,0,0,0,0,0,0,0
2022-2023,543,Portiere,Padelli,Udinese,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-2023,799,Portiere,Bardi,Bologna,1,6,6,0,0,0,0,0,0,0,0,0,0
2022-2023,1930,Portiere,Pinsoglio,Juventus,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-2023,1947,Portiere,Fiorillo,Salernitana,1,6,4,0,2,0,0,0,0,0,0,0,0
2022-2023,2127,Portiere,Satalino,Sassuolo,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-2023,2178,Portiere,Cragno,Monza,1,"5,5","2,5",0,3,0,0,0,0,0,0,0,0
2022-2023,2179,Portiere,Sirigu,Fiorentina,1,"6,5","6,5",0,0,0,0,0,0,0,0,0,0
2022-2023,2297,Portiere,Rossi F.,Atalanta,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-2023,2722,Portiere,Ravaglia F.,Bologna,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-2023,2790,Portiere,Rosati,Fiorentina,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-2023,2845,Portiere,Contini,Sampdoria,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-2023,4351,Portiere,Brancolini,Lecce,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-2023,4468,Portiere,Bleve,Lecce,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-2023,4491,Portiere,Berardi A.,Verona,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-2023,4518,Portiere,Russo A.,Sassuolo,1,5,2,0,3,0,0,0,0,0,0,0,0
2022-2023,4525,Portiere,Gemello,Torino,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-2023,5304,Portiere,Boer,Roma,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-2023,5333,Portiere,Gasparini,Udinese,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-2023,5448,Portiere,Furlan,Empoli,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-2023,5502,Portiere,Adamonis,Lazio,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-2023,5518,Portiere,Marfella,Napoli,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-2023,5528,Portiere,Zovko,Spezia,1,"5,5","3,5",0,2,0,0,0,0,0,0,0,0
2022-2023,5682,Portiere,Molla,Bologna,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-2023,5704,Portiere,Russo,Salernitana,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-2023,5707,Portiere,Piana,Udinese,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-2023,5822,Portiere,Bagnolini,Bologna,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-2023,5832,Portiere,Luis Maximiano,Lazio,1,4,3,0,0,0,0,0,0,0,0,1,0
2022-2023,5853,Portiere,Sorrentino A.,Monza,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-2023,5887,Portiere,Ciezkowski,Cremonese,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-2023,5889,Portiere,Micai,Salernitana,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-2023,5890,Portiere,Chiesa M.,Verona,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-2023,6029,Portiere,Saro,Cremonese,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-2023,6125,Portiere,Vasquez D.,Milan,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-2023,6184,Portiere,Martinelli T.,Fiorentina,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-2023,5877,Difensore,Carlos Augusto,Monza,35,"6,19","6,79",6,0,0,0,0,0,5,4,0,0
2022-2023,254,Difensore,Dimarco,Inter,33,"6,23","6,71",4,0,0,0,0,0,4,0,0,0
2022-2023,6066,Difensore,Posch,Bologna,30,"6,13","6,7",6,0,0,0,0,0,2,6,0,0
2022-2023,2816,Difensore,Di Lorenzo,Napoli,37,"6,24","6,57",3,0,0,0,0,0,4,2,0,0
2022-2023,554,Difensore,Zappacosta,Atalanta,21,"6,02","6,55",4,0,0,0,0,0,1,4,0,0
2022-2023,4237,Difensore,Danilo,Juventus,37,"6,22","6,47",3,0,0,0,0,0,3,5,0,0
2022-2023,4245,Difensore,Smalling,Roma,32,"6,33","6,53",3,0,0,0,0,0,1,7,0,0
2022-2023,4998,Difensore,Molina N.,Udinese,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-2023,5892,Difensore,Kim,Napoli,35,"6,23","6,39",2,0,0,0,0,0,2,5,0,0
2022-2023,460,Difensore,Romagnoli,Lazio,34,"6,13","6,22",2,0,0,0,0,0,0,6,0,0
2022-2023,4292,Difensore,Hernandez T.,Milan,32,"6,03","6,33",4,0,0,1,1,0,3,7,0,1
2022-2023,5355,Difensore,Udogie,Udinese,33,"6,08","6,39",3,0,0,0,0,0,4,5,0,0
2022-2023,5480,Difensore,Ebuehi,Empoli,25,"6,12","6,52",2,0,0,0,0,0,4,0,0,0
2022-2023,5481,Difensore,Mazzocchi,Salernitana,27,"6,11","6,41",2,0,0,0,0,0,3,2,0,0
2022-2023,5862,Difensore,Valeri,Cremonese,37,"5,86","6,09",2,0,0,0,0,0,4,3,0,0
2022-2023,4409,Difensore,Rrahmani,Napoli,28,"6,11","6,32",2,0,0,0,0,0,1,2,0,0
2022-2023,5527,Difensore,Zanoli,Sampdoria,20,"5,98","6,3",2,0,0,0,0,0,2,3,0,0
2022-2023,5851,Difensore,Doig,Verona,21,"6,02","6,48",2,0,0,0,0,0,4,1,0,0
2022-2023,2160,Difensore,Gosens,Inter,25,"5,9","6,24",3,0,0,0,0,0,0,2,0,0
2022-2023,2724,Difensore,Buongiorno,Torino,34,"6,16","6,19",1,0,0,0,0,0,2,8,0,0
2022-2023,2788,Difensore,Bremer,Juventus,30,"6,07","6,37",4,0,0,0,0,0,0,6,0,0
2022-2023,5835,Difensore,Baschirotto,Lecce,37,"6,14","6,3",3,0,0,0,0,0,0,6,0,0
2022-2023,6041,Difensore,Schuurs,Torino,29,"6,22","6,21",0,0,0,0,0,0,2,5,0,0
2022-2023,1852,Difensore,Spinazzola,Roma,25,6,"6,22",1,0,0,0,0,0,4,3,0,0
2022-2023,2296,Difensore,Mancini,Roma,35,"6,06","6,09",1,0,0,0,0,0,2,7,0,0
2022-2023,4751,Difensore,Tomori,Milan,33,"5,97","5,98",1,0,0,0,0,0,0,5,0,0
2022-2023,5449,Difensore,Parisi,Empoli,33,"6,17","6,17",2,0,0,0,0,0,0,10,1,0
2022-2023,5840,Difensore,Olivera,Napoli,25,"6,06","6,3",2,0,0,0,0,0,1,2,0,0
2022-2023,140,Difensore,Hysaj,Lazio,30,"5,9","5,98",1,0,0,0,0,0,1,3,0,0
2022-2023,252,Difensore,Biraghi,Fiorentina,32,"6,09","6,23",2,0,0,1,0,1,4,1,0,1
2022-2023,393,Difensore,Luperto,Empoli,36,"5,92",6,2,0,0,0,0,0,0,2,2,0
2022-2023,695,Difensore,Toloi,Atalanta,32,"5,91","5,97",2,0,0,0,0,0,0,8,0,0
2022-2023,2120,Difensore,Bastoni,Inter,29,"5,93","5,95",0,0,0,0,0,0,2,3,0,0
2022-2023,2141,Difensore,Depaoli,Verona,33,"5,8","5,89",2,0,0,0,0,0,1,8,0,0
2022-2023,2525,Difensore,Darmian,Inter,27,6,"6,13",1,0,0,0,0,0,2,3,0,0
2022-2023,4421,Difensore,Augello,Sampdoria,37,"5,74",6,2,0,0,0,0,0,5,3,0,0
2022-2023,5332,Difensore,Bastoni S.,Spezia,18,"6,14","6,5",2,0,0,0,0,0,4,7,0,0
2022-2023,5375,Difensore,Maehle,Atalanta,30,"5,82","6,07",3,0,0,0,0,0,2,5,1,0
2022-2023,5498,Difensore,Casale,Lazio,29,"6,07","6,1",1,0,0,0,0,0,1,6,0,0
2022-2023,5513,Difensore,Dumfries,Inter,34,"5,91",6,1,0,0,0,0,0,4,4,0,1
2022-2023,5526,Difensore,Scalvini,Atalanta,32,"5,88","5,95",2,0,0,0,0,0,0,7,0,0
2022-2023,5675,Difensore,Theate,Bologna,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-2023,5677,Difensore,Perez N.,Udinese,34,"5,93","5,91",2,0,0,0,0,0,0,7,1,1
2022-2023,5847,Difensore,Bijol,Udinese,32,"6,09","6,25",3,0,0,0,0,0,1,10,0,0
2022-2023,142,Difensore,Mario Rui,Napoli,22,"6,27","6,41",0,0,0,0,0,0,5,2,1,0
2022-2023,513,Difensore,Acerbi,Inter,31,"6,03",6,0,0,0,0,0,0,1,4,0,0
2022-2023,581,Difensore,Faraoni,Verona,21,"5,83","6,05",2,0,0,0,0,0,2,7,0,0
2022-2023,2164,Difensore,Milenkovic,Fiorentina,27,"5,98","6,09",2,0,0,0,0,0,1,4,0,1
2022-2023,2169,Difensore,Rodriguez R.,Torino,34,"6,1","6,06",0,0,0,0,0,0,0,3,0,0
2022-2023,2739,Difensore,Reca,Spezia,29,"5,91","5,93",1,0,0,0,0,0,0,5,0,0
2022-2023,4530,Difensore,Kyriakopoulos,Bologna,21,"6,12","6,29",1,0,0,0,0,0,3,5,0,0
2022-2023,4899,Difensore,Singo,Torino,28,"6,02","6,12",2,0,0,0,0,0,1,8,0,0
2022-2023,4904,Difensore,Mari',Monza,29,"5,91","5,95",1,0,0,0,0,0,0,4,0,0
2022-2023,5520,Difensore,Cambiaso,Bologna,30,"5,95","6,02",0,0,0,0,0,0,3,2,0,0
2022-2023,5885,Difensore,Dodo',Fiorentina,33,"5,88","5,98",1,0,0,0,0,0,3,3,1,0
2022-2023,49,Difensore,Masina,Udinese,12,"5,88","6,29",2,0,0,0,0,0,0,2,0,0
2022-2023,226,Difensore,Izzo,Monza,29,"6,09","6,02",1,0,0,0,0,0,0,10,0,0
2022-2023,357,Difensore,Calabria,Milan,23,"5,98","6,11",1,0,0,0,0,0,3,6,0,0
2022-2023,798,Difensore,Skriniar,Inter,21,"5,83","5,62",0,0,0,0,0,0,0,3,1,1
2022-2023,2847,Difensore,Sernicola,Cremonese,31,"5,95","6,03",2,0,0,0,0,0,2,11,0,0
2022-2023,4375,Difensore,Terzic,Fiorentina,17,"6,21","6,38",1,0,0,0,0,0,1,2,0,0
2022-2023,4412,Difensore,Rodrigo Becao,Udinese,28,"6,09","6,04",2,0,0,0,0,0,1,11,1,1
2022-2023,4897,Difensore,Pirola,Salernitana,25,"5,7","5,86",2,0,0,0,0,0,0,4,0,0
2022-2023,4958,Difensore,Caldirola,Monza,30,"6,05","6,15",2,0,0,0,0,0,0,6,0,0
2022-2023,256,Difensore,Juan Jesus,Napoli,13,"6,08","6,23",1,0,0,0,0,0,0,2,0,0
2022-2023,286,Difensore,Bonucci,Juventus,12,"5,96","5,92",1,0,0,1,0,1,0,1,0,0
2022-2023,322,Difensore,De Vrij,Inter,24,"5,98","6,02",1,0,0,0,0,0,0,4,0,0
2022-2023,787,Difensore,Djimsiti,Atalanta,22,"5,86","5,84",0,0,0,0,0,0,1,3,0,0
2022-2023,2188,Difensore,Marusic,Lazio,33,"5,94","5,85",0,0,0,0,0,0,2,8,1,0
2022-2023,2869,Difensore,Djidji,Torino,32,"5,89","5,94",1,0,0,0,0,0,0,3,0,0
2022-2023,4331,Difensore,Ibanez,Roma,33,"5,77","5,82",3,0,0,0,0,0,0,9,1,1
2022-2023,4976,Difensore,Kalulu,Milan,32,"5,75","5,78",1,0,0,0,0,0,0,4,0,0
2022-2023,4994,Difensore,Vojvoda,Torino,28,"5,96","6,09",0,0,0,0,0,0,5,3,0,0
2022-2023,5239,Difensore,Llorente D.,Roma,8,6,6,0,0,0,0,0,0,0,0,0,0
2022-2023,5323,Difensore,Martinez Quarta,Fiorentina,27,"6,04","6,07",1,0,0,0,0,0,1,6,0,0
2022-2023,5693,Difensore,Kiwior,Spezia,17,6,"5,91",0,0,0,0,0,0,0,3,0,0
2022-2023,5867,Difensore,Gendrey,Lecce,36,"5,85","5,82",0,0,0,0,0,0,1,4,0,0
2022-2023,6046,Difensore,Hien,Verona,32,6,"5,86",0,0,0,0,0,0,0,9,0,0
2022-2023,327,Difensore,Patric,Lazio,17,"6,06","6,03",0,0,0,0,0,0,0,1,0,0
2022-2023,660,Difensore,Gyomber,Salernitana,24,"6,15","6,08",0,0,0,0,0,0,1,5,0,0
2022-2023,2318,Difensore,Rogerio,Sassuolo,35,"5,74","5,73",0,0,0,0,0,0,3,5,1,0
2022-2023,2583,Difensore,Umtiti,Lecce,24,6,"5,83",0,0,0,0,0,0,0,8,0,0
2022-2023,2870,Difensore,Troost-Ekong,Salernitana,8,"5,94","6,25",1,0,0,0,0,0,0,1,0,0
2022-2023,4329,Difensore,Nikolaou,Spezia,34,"5,75","5,69",1,0,0,0,0,0,0,8,1,0
2022-2023,4332,Difensore,Demiral,Atalanta,22,"5,93","5,95",1,0,0,0,0,0,0,5,0,0
2022-2023,4385,Difensore,Lazaro,Torino,20,"5,95",6,0,0,0,0,0,0,3,4,0,0
2022-2023,4433,Difensore,Zortea,Sassuolo,15,"5,87","5,97",1,0,0,0,0,0,1,5,0,0
2022-2023,4719,Difensore,Ampadu,Spezia,31,6,"5,85",0,0,0,0,0,0,1,9,1,0
2022-2023,5514,Difensore,Vasquez,Cremonese,24,"5,9","5,88",1,0,0,0,0,0,0,7,0,0
2022-2023,5532,Difensore,Bradaric,Salernitana,30,"5,73","5,75",0,0,0,0,0,0,3,5,0,0
2022-2023,5718,Difensore,Viti,Empoli,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-2023,6027,Difensore,Lochoshvili,Cremonese,24,"5,81","5,9",1,0,0,0,0,0,1,4,0,0
2022-2023,6047,Difensore,Ehizibue,Udinese,21,"5,88","6,02",2,0,0,0,0,0,0,7,0,0
2022-2023,6055,Difensore,Thiaw,Milan,18,"5,89","5,75",0,0,0,0,0,0,0,5,0,0
2022-2023,253,Difensore,D'ambrosio,Inter,14,"5,89","5,89",0,0,0,0,0,0,2,2,1,0
2022-2023,272,Difensore,Medel,Bologna,23,"5,96","5,89",0,0,0,0,0,0,1,5,0,0
2022-2023,487,Difensore,De Silvestri,Bologna,12,"5,92","5,96",1,0,0,0,0,0,0,1,0,1
2022-2023,1891,Difensore,Ceccherini,Verona,20,"5,9","5,92",2,0,0,0,0,0,0,9,1,0
2022-2023,1895,Difensore,Ferrari G.,Sassuolo,27,"5,83","5,87",1,0,0,0,0,0,0,5,0,0
2022-2023,2653,Difensore,Lykogiannis,Bologna,20,"5,92","6,15",2,0,0,0,0,0,0,3,0,0
2022-2023,2784,Difensore,Colley,Sampdoria,16,"5,72","5,75",1,0,0,0,0,0,0,5,0,0
2022-2023,2865,Difensore,Aina,Torino,16,"5,97","6,06",1,0,0,0,0,0,1,5,0,0
2022-2023,4378,Difensore,Ranieri L.,Fiorentina,8,"6,12","6,06",0,0,0,0,0,0,0,1,0,0
2022-2023,4426,Difensore,Toljan,Sassuolo,31,"5,65","5,63",0,0,0,0,0,0,1,3,0,0
2022-2023,4502,Difensore,Gallo,Lecce,31,"5,87","5,69",0,0,0,0,0,0,1,3,1,2
2022-2023,4887,Difensore,Bellanova,Inter,11,"5,86","5,86",0,0,0,0,0,0,0,0,0,0
2022-2023,4891,Difensore,Soumaoro,Bologna,23,"5,93","5,83",0,0,0,0,0,0,0,3,1,0
2022-2023,5010,Difensore,Ismajli,Empoli,25,"5,98","5,84",0,0,0,0,0,0,0,3,0,1
2022-2023,5017,Difensore,Ballo-Toure',Milan,7,"5,71","6,14",1,0,0,0,0,0,0,0,0,0
2022-2023,5316,Difensore,Amione,Sampdoria,27,"5,65","5,59",1,0,0,0,0,0,1,9,1,0
2022-2023,5678,Difensore,Holm,Spezia,19,"6,08","6,18",1,0,0,0,0,0,1,4,0,0
2022-2023,5831,Difensore,Gatti,Juventus,16,"5,78","5,66",0,0,0,0,0,0,0,4,0,0
2022-2023,5838,Difensore,Birindelli,Monza,30,"5,82","5,75",0,0,0,0,0,0,2,8,0,0
2022-2023,5848,Difensore,Ebosele,Udinese,10,"5,95","5,95",0,0,0,0,0,0,1,4,0,0
2022-2023,5856,Difensore,Sambia,Salernitana,15,"5,8","5,83",0,0,0,0,0,0,1,3,0,0
2022-2023,6042,Difensore,Lucumi',Bologna,33,"5,91","5,76",0,0,0,0,0,0,1,8,0,1
2022-2023,45,Difensore,Ferrari A.,Cremonese,27,"5,63","5,52",0,0,0,0,0,0,0,6,0,0
2022-2023,261,Difensore,Ranocchia,Monza,1,5,5,0,0,0,0,0,0,0,0,0,0
2022-2023,640,Difensore,Chiriches,Cremonese,15,"5,97","5,77",0,0,0,0,0,0,0,2,0,1
2022-2023,729,Difensore,Pereira P.,Monza,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-2023,2181,Difensore,Palomino,Atalanta,14,"5,89","5,82",1,0,0,0,0,0,0,4,0,1
2022-2023,2192,Difensore,Bonifazi,Bologna,12,"5,71","5,62",0,0,0,0,0,0,0,2,0,0
2022-2023,2263,Difensore,Lazzari,Lazio,27,"5,98","5,76",0,0,0,0,0,0,0,8,0,1
2022-2023,2280,Difensore,Nuytinck,Sampdoria,24,"5,75","5,69",0,0,0,0,0,0,1,5,0,0
2022-2023,2758,Difensore,Gunter,Sampdoria,23,"5,67","5,74",1,0,0,0,0,0,1,5,0,0
2022-2023,2769,Difensore,Magnani,Verona,24,"5,83","5,6",0,0,0,0,0,0,1,7,1,1
2022-2023,4323,Difensore,Zeegelaar,Udinese,6,"5,67","5,92",1,0,0,0,0,0,0,1,1,0
2022-2023,4407,Difensore,Igor,Fiorentina,26,"5,83","5,63",0,0,0,0,0,0,0,8,1,0
2022-2023,4493,Difensore,Dawidowicz,Verona,22,"5,8","5,8",1,0,0,0,0,0,1,6,1,0
2022-2023,4657,Difensore,Celik,Roma,21,"5,69","5,57",0,0,0,0,0,0,1,5,1,0
2022-2023,5450,Difensore,Stojanovic,Empoli,24,"5,79","5,77",0,0,0,0,0,0,1,3,0,0
2022-2023,5475,Difensore,Amian,Spezia,30,"5,53","5,42",0,0,0,0,0,0,0,5,1,0
2022-2023,5554,Difensore,Daniliuc,Salernitana,27,"5,76","5,57",0,0,0,0,0,0,0,10,0,0
2022-2023,5793,Difensore,Kasius,Bologna,6,6,"6,25",0,0,0,0,0,0,2,1,0,0
2022-2023,6002,Difensore,Aiwu,Cremonese,22,"5,77","5,7",0,0,0,0,0,0,0,3,0,0
2022-2023,6153,Difensore,Wisniewski,Spezia,11,"5,68","5,45",1,0,0,0,0,0,0,3,0,2
2022-2023,244,Difensore,Ghiglione,Cremonese,12,"5,83",6,1,0,0,0,0,0,1,4,0,0
2022-2023,294,Difensore,Rugani,Juventus,7,6,6,0,0,0,0,0,0,0,0,0,0
2022-2023,358,Difensore,De Sciglio,Juventus,17,"5,85","5,85",0,0,0,0,0,0,0,0,0,0
2022-2023,612,Difensore,Bianchetti,Cremonese,25,"5,68","5,7",1,0,0,0,0,0,0,5,0,0
2022-2023,662,Difensore,Alex Sandro,Juventus,23,"5,63","5,54",0,0,0,0,0,0,1,4,1,0
2022-2023,1868,Difensore,Murru,Sampdoria,17,"5,59","5,5",0,0,0,0,0,0,0,3,0,0
2022-2023,1898,Difensore,Sampirisi,Monza,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-2023,2104,Difensore,Bereszynski,Napoli,18,"5,61","5,61",0,0,0,0,0,0,1,2,0,0
2022-2023,2130,Difensore,Hateboer,Atalanta,17,"5,85","5,88",1,0,0,0,0,0,1,7,0,0
2022-2023,2174,Difensore,Venuti,Fiorentina,16,"5,81","5,75",0,0,0,0,0,0,0,2,0,0
2022-2023,2184,Difensore,Gravillon,Torino,5,6,"5,8",0,0,0,0,0,0,0,2,0,0
2022-2023,2300,Difensore,Leverbe,Sampdoria,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-2023,2312,Difensore,Hristov,Spezia,8,"5,69","5,69",0,0,0,0,0,0,0,0,0,0
2022-2023,2355,Difensore,Marlon,Monza,24,"5,6","5,33",0,0,0,0,0,0,0,7,1,1
2022-2023,2633,Difensore,Kjaer,Milan,14,"5,93","5,79",0,0,0,0,0,0,0,4,0,0
2022-2023,2728,Difensore,Pellegrini Lu.,Lazio,3,6,"5,67",0,0,0,0,0,0,0,3,0,0
2022-2023,2745,Difensore,Calabresi,Lecce,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-2023,4374,Difensore,Walukiewicz,Empoli,9,"5,78","5,78",0,0,0,0,0,0,0,0,0,0
2022-2023,4432,Difensore,Okoli,Atalanta,14,"5,75","5,64",0,0,0,0,0,0,0,3,0,0
2022-2023,4758,Difensore,Benkovic,Udinese,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-2023,4934,Difensore,Lovato,Salernitana,15,"5,57","5,5",0,0,0,0,0,0,0,2,0,0
2022-2023,4946,Difensore,Frabotta,Lecce,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-2023,4979,Difensore,Ayhan,Sassuolo,8,"5,5","5,44",0,0,0,0,0,0,0,1,0,0
2022-2023,4982,Difensore,Erlic,Sassuolo,27,"5,81","5,7",0,0,0,0,0,0,0,2,0,1
2022-2023,5479,Difensore,Ceccaroni,Lecce,2,6,6,0,0,0,0,0,0,0,0,0,0
2022-2023,5764,Difensore,Coppola D.,Verona,16,"5,75","5,59",0,0,0,0,0,0,0,5,0,0
2022-2023,5804,Difensore,Cacace,Empoli,10,"5,7","5,65",0,0,0,0,0,0,0,1,0,0
2022-2023,5860,Difensore,Ravanelli,Cremonese,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-2023,5891,Difensore,Quagliata,Cremonese,16,"5,75","5,75",0,0,0,0,0,0,1,0,1,0
2022-2023,6021,Difensore,Abankwah,Udinese,1,"5,5","5,5",0,0,0,0,0,0,0,0,0,0
2022-2023,6023,Difensore,Guessand A.,Udinese,1,6,6,0,0,0,0,0,0,0,0,0,0
2022-2023,6039,Difensore,Cabal,Verona,9,"5,67","5,5",0,0,0,0,0,0,0,3,0,0
2022-2023,52,Difensore,Oikonomou,Sampdoria,6,"5,67","5,42",0,0,0,0,0,0,0,3,0,0
2022-2023,73,Difensore,Gagliolo,Salernitana,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-2023,118,Difensore,Radovanovic,Salernitana,10,"5,5","5,35",0,0,0,0,0,0,0,1,1,0
2022-2023,139,Difensore,Dermaku,Lecce,1,"5,5","5,5",0,0,0,0,0,0,0,0,0,0
2022-2023,144,Difensore,Tonelli,Empoli,1,"5,5","5,5",0,0,0,0,0,0,0,0,0,0
2022-2023,259,Difensore,Murillo,Sampdoria,16,"5,56","5,25",0,0,0,0,0,0,0,4,1,1
2022-2023,770,Difensore,Pezzella Giu.,Lecce,14,"5,86","5,86",0,0,0,0,0,0,1,2,0,0
2022-2023,2016,Difensore,Fazio,Salernitana,12,"5,62","5,75",1,0,0,0,0,0,0,1,1,0
2022-2023,2180,Difensore,Karsdorp,Roma,12,"5,71","5,71",0,0,0,0,0,0,0,0,0,0
